,Role,Description
887,Sales & Account Management,"MBA degree or equivalent practical experience.
Diverse cultural understanding and ability to work with global teams.
Effective analytical, problem-solving and people management skills.
Ability to speak and write in English fluently and idiomatically.
Interest in working towards an assigned quota and managing sustainable growth."
888,Sales & Account Management,"Experience with leading and motivating. Ability to work well with your team and others
Demonstrated record in managing and customizing experience to a customer base.
Proven ability to multi-task and manage multiple projects at a time while paying attention to detail.
Proactive, independent worker who is highly organized and interested in the difference they can make through their individual contribution.
Interest in working toward strategic goals."
889,Sales & Account Management,"Experience working and advising customers on their mobile strategy
Performance-focused and product knowledge in the mobile space.
Demonstrated ability to influence decision makers using consultative sales skills with C-levels and building client relationships.
Ability to analyze complex advertiser performance data through tools such as Google AdWords and Analytics.
Effective strategic and analytical capabilities, with creativity and readiness to roll-up sleeves to drive success/impact."
890,Sales & Account Management,"MBA degree or equivalent practical experience.
Experience in building relationships with internal and external stakeholders.
Effective people management skills.
Ability to travel up to 20% of the time."
891,Sales & Account Management,"Experience working with and/or buying online media, with an understanding of Google advertising products.
Demonstrated ability to operate in a fast-paced environment and demonstrate self-directed learning.
Interest in politics, technology and advertising.
Effective computer application skills, including word processing, spreadsheet and presentation software.
Excellent creative writing and verbal communication skills."
892,Sales & Account Management,"Experience in publisher yield management, ad operations and/or sales/account management.
Knowledge of online display and mobile advertising.
Knowledge of local markets.
Detail-oriented and analytical with the ability to prioritize, plan and organize business activity.
Analytical, strategic-thinking with problem-solving skills."
893,Sales & Account Management,"A solid knowledge of ad technologies such as ad serving, 3rd party measurement, rich media, RTB, and/or DSPs
Proven track record in reaching and exceeding quotas.
Demonstrated success at working with cross-functional teams and building strong relationships across internal teams
Ability to understand and absorb complex technical concepts and communicate them to a non-technical audience effectively
Outstanding and persuasive client-facing and relationship management skills"
894,Sales & Account Management,"Experience with online advertising campaign optimization.
Strong familiarity with online media transactional processes and a base knowledge of DSPs, SSPs, and Ad Exchange.
Demonstrated the ability to be flexible/adaptable in exercising judgment within a dynamic environment.
Ability to work collaboratively in a team setting both internally and externally.
Demonstrated strategic and analytical sales approach."
895,Sales & Account Management,"12 years of field sales experience in the technology industry, promoting platform-as-a-service (PaaS) or Infrastructure-as-a-service (IaaS).
Experience in promoting cloud computing technologies to large and complex organizations across geographies.
Understanding of how various cloud technologies work together to be able to drive deeper technology adoption within the existing large account base.
Deep understanding of Data and Networking technologies, the global cloud computing market and key drivers for growth in the Financial Services Sector."
896,Sales & Account Management,"Understanding of Big Data landscape and Business Intelligence technologies.
Understanding of how cloud technologies work together to drive deeper technology adoption within the existing large account base.
Understanding of key application development technologies and frameworks.
Understanding of cloud platform and IaaS marketplaces, Google Cloud Platform offerings, as well as technical factors driving the market landscape."
897,Sales & Account Management,"MBA or Master's degree in Computer Science, or a related field, or equivalent practical experience
Experience in managing and interacting with senior stakeholders in a matrixed organization.
Experience with Google Cloud products (e.g. G Suite, Google Cloud Platform).
Understanding of the technology and cloud computing market.
Demonstrated record of success in a scaled environment in inside-sales, IT sales, marketing or operations. Demonstrated success in developing team members.
Demonstrated executive leadership capabilities and excellent interpersonal skills."
898,Sales & Account Management,"MBA or other relevant advanced degree.
Experience with cross-functional collaboration.
Knowledge of communications technologies, products and services such as: device and device architecture, messaging and voice technologies, IMS, wireless networks or communications platforms.
Proven track record of successful partner development and management.
Excellent business development, project management, analytical and communications skills.
Ability to speak and write in Korean, Mandarin or Japanese fluently and idiomatically."
899,Sales & Account Management,"MBA or Master's degree in Computer Science or related field, or equivalent practical experience.
Experience managing stakeholders in a dynamic environment.
Understanding of the technology and cloud computing market, and experience with Google Cloud products (G Suite, Google Cloud Platform).
Demonstrated executive leadership capabilities and excellent interpersonal skills. Ability to operate in a scaled environment in inside-sales, IT sales, marketing or operations."
900,Sales & Account Management,"Experience using one monetization and/ or ad serving solution (DoubleClick AdExchange, AdSense, DoubleClick for Publishers, or other solutions).
Proven track record of managing multiple projects, consistently meeting deadlines and delivering high-impact results.
Broad understanding of online advertising (i.e. ad serving, monetization solutions) and of key platforms and trends (i.e. desktop, mobile, video).
Ability to build strong relationships and work effectively cross-functionally.
Self-motivated and comfortable operating in a rapidly changing and largely undefined industry.
Extremely proactive, organized, responsible, and proven ability to work well with a team."
901,Sales & Account Management,"Experience in the adtech market (buy or sell-side). Experience in the use of programmatic ad buying tools.
Experience dealing with C-Level customers and in driving business growth through relationships. Experience in working with, or within, media and/or creative agencies.
Demonstrated knowledge of the DACH/German advertising market.
Demonstrated record of success in project management across organizational boundaries. Ability to think strategically and to make long-term impactful changes to meet technology needs and media strategy.
Ability to leverage account management, relationship building and planning skills to further develop existing relationships and business."
902,Sales & Account Management,"Experience initiating and successfully driving new business opportunities and business development agreements.
Experience working closely with Engineering or Product teams for API and product integrations.
Maturity and accountability with experience engaging with senior external and internal stakeholders.
Ability to understand the complexities surrounding technology integrations for partners.
Strong execution skills with ability to deliver high quality, timely results across multiple projects involving broad range of internal and external stakeholders.
Excellent strategic thinking, commercial judgment and analytical skills allowing to develop strategic recommendations and operational plans."
903,Sales & Account Management,"Experience working towards strategic goals in a fast-paced environment.
Advanced level of proficiency in spreadsheet and presentation tools.
Ability to strategically think and analyze the needs of clients.
Excellent business sense, problem solving, project management and analytical skills.
Excellent written and communication skills."
904,Sales & Account Management,"Extensive experience working with large clients and partners across different levels and cross-functional stakeholders.
Experience with diagnosing and improving mobile website load speed. Experience giving UX advice and proposing a/b testing plans.
Experience with Next Generation mobile web technologies like Accelerated Mobile Pages (AMP), Progressive Web Apps (PWA), Payments APIs, Identity APIs, https and interest in the next wave of digital touchpoints (Voice, Google Assistant).
Understanding of mobile web development (HTML, CSS and JavaScript experience).
Demonstrated ability to influence in regards to mobile and to drive tangible impact for large corporate organizations.
Passion for a faster and better mobile Web."
905,Sales & Account Management,"10 years of experience in a sales or business development role for IaaS or PaaS technology, with a demonstrated record in reaching and exceeding strategic goals in the technology industry.
Experience using CRM systems (e.g. Salesforce.com, etc).
Technical or sales engineering experience in a Computer Science or Information Systems-related role.
Demonstrated ability to speak credibly about platform- and infrastructure-as-a-service, and to perform basic technical qualification. Ability to plan, pitch, and execute a territory sales strategy.
Ability to build influential relationships and to deliver results in a cross-functional/matrixed environment. Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment.
Effective written and verbal communication and presentation skills, and excellent strategic and analytical thinking skills."
906,Sales & Account Management,"Experience in sales, consulting, media or advertising.
Demonstrated ability to think strategically about complex issues and develop recommendations and action plans.
Ability to work in a dynamic, quickly-changing environment.
Ability to present comprehensive advertising solutions for all clients.
Demonstrated analytical, communication and influencing skills."
907,Sales & Account Management,"Master's degree in Computer Science or a related technical field.
Experience with Big Data, PaaS and IaaS technologies.
Experience in data and information management.
Experience developing software or infrastructure, for scalable distributed systems.
Demonstrated ability to learn, understand and work with new emerging technologies, methodologies and solutions in the cloud/IT Technology space.
Excellent presentation skills, with the ability to deliver a technical pitch."
908,Sales & Account Management,"Experience building and cultivating lasting relationships with accounts.
Understanding of Big Data landscape and Business Intelligence technologies, as well as knowledge of how various cloud technologies (PaaS and IaaS) work together to drive deeper technology adoption within the existing large account base.
Demonstrated ability to meet and exceed strategic goals in a fast-paced environment.
Ability to engage with both developer audiences as well as C-level IT and business leaders."
909,Sales & Account Management,"MBA or Master's degree in Computer Science or related field, or equivalent practical experience
Experience managing senior stakeholders in a matrixed organization
Demonstrated executive leadership capabilities and excellent interpersonal skills. Proven track record of success in a scaled environment in inside-sales, IT sales, marketing or operations. Demonstrated success developing team members.
Understanding of the technology and cloud computing market, and experience with Google Cloud products (G Suite, Google Cloud Platform)"
910,Sales & Account Management,"MBA, Master's, JD or other advanced degree.
Experience developing complex agreement structures and using presentation software to facilitate communication with internal and external stakeholders.
Knowledge of commercial Customer Relationship Manager (CRM) and Enterprise Resource Planning (ERP) systems.
Ability to lead and handle multiple time-sensitive projects.
Effective analytical and problem solving capabilities, with business judgement and the ability to present analysis in a clear and compelling manner."
911,Sales & Account Management,"Be a trusted technical advisor to customers and solve complex Cloud Infrastructure and DevOps challenges.
Create and deliver best practices recommendations, tutorials, blog articles, sample code, and technical presentations adapting to different levels of key business and technical stakeholders
Excellent presentation, verbal and written communication skills.
Travel regularly (up to 30%, although we also frequently use video conferencing) in-region for meetings, technical reviews, and onsite delivery activities"
912,Sales & Account Management,"Experience in advertising sales and media account management.
Strong knowledge of the search industry and AdWords.
Knowledge of key Google-related advertising products (i.e. Search, Display, Video, Mobile).
Ability to work towards strategic goals in a fast-paced environment.
Excellent organizational, analytical and influencing skills.
Excellent written and communication skills."
913,Sales & Account Management,"Experience in consultative sales and influencing at board-level management.
Experience in telecom/technology/consumer electronics or strategy consulting.
Experience with brand building, marketing, brand communication planning or digital branding/performance marketing experience on the client-side.
Digital marketing or online media experience and experience using Google products such as AdWords, AdSense and YouTube.
Telecom/Technology/Consumer Electronics or Strategy Consulting background.
Self-driven with the ability to resolve business challenges."
914,Sales & Account Management,"Experience building and cultivating lasting relationships with accounts.
Understanding of Big Data landscape and Business Intelligence technologies, as well as knowledge of how various cloud technologies (PaaS and IaaS) work together to drive deeper technology adoption within the existing large account base.
Demonstrated ability to meet and exceed strategic goals in a fast-paced environment.
Ability to engage with both developer audiences as well as C-level IT and business leaders."
915,Sales & Account Management,"2 years of work experience in sales.
Ability to work in a fast-paced, constantly evolving team environment.
Ability to develop and grow senior-level relationships with agency and advertiser customers.
Ability to leverage your business acumen to strategically assess and help solve client needs.
Excellent written/verbal communication skills."
916,Sales & Account Management,"Experience in digital advertising.
Interest in developing customer partnerships.
Detail oriented, with the ability to prioritize, plan and organize sales activities."
917,Sales & Account Management,"Experience using CRM systems (e.g. Salesforce.com). Demonstrated track record in reaching and exceeding sales goals in the technology industry with SaaS, PaaS or IaaS products.
Technically minded, with an in-depth understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment.
Ability to build relationships and to deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough and tenacious. Analytical, detail-oriented and able to “zoom” in/out from the big picture to the minutiae.
Demonstrated organizational and project management capabilities. Effective communication and presentation skills, both written and verbal."
918,Sales & Account Management,"Experience in the use of programmatic ad buying tools and proficient in data analysis.
Demonstrated understanding of the digital landscape in Indonesia.
Ability to think strategically and to make long-term impactful changes to meet strategic needs within the market.
Demonstrated ability to leverage account management, relationship building and planning to further develop existing relationships and business."
919,Sales & Account Management,"MBA.
Experience developing agency partners and developing new agency business opportunities.
Experience in business development and managing client relationships.
Demonstrated ability to lead and manage multiple projects with a broad range of internal and external constituents simultaneously. Ability to think strategically about complex issues and develop recommendations and action plans.
Strong analytical skills.
Ability to speak and write in Latvian and Estonian fluently and idiomatically."
920,Sales & Account Management,"Experience with effective sales/operations management and strategic planning.
Ability to develop, train, coach, mentor and lead sales teams.
Analytical skills and problem-solving abilities.
Excellent communication and facilitation skills."
921,Sales & Account Management,"Experience working with advertisers, agencies, and/or clients.
Solid knowledge of Google products including search and display.
Detail oriented with the ability to prioritize, plan, and organize the sales activity.
Interest in developing key client partnerships.
Ability to travel."
922,Sales & Account Management,"10 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry. Experience using CRM system such as Salesforce.com.
Technical or sales engineering experience in Computer Science or Information Systems
Demonstrable ability to speak credibly about platform- and infrastructure-as-a-service, and perform basic technical qualification
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Excellent written/verbal communication/presentation skills, and strong strategic and analytical thinking skills, with the ability to plan, pitch, and execute a territory sales strategy
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment."
923,Sales & Account Management,"MBA or Master's degree in Computer Science or related field, or equivalent practical experience
Experience managing senior stakeholders in a matrixed organization
Understanding of the technology and cloud computing market, and experience with Google Cloud products (G Suite, Google Cloud Platform)
Demonstrated executive leadership capabilities and excellent interpersonal skills. Proven track record of success in a scaled environment in inside sales, IT sales, marketing or operations; demonstrated success developing team members."
924,Sales & Account Management,"Experience in the adtech market (buy or sell-side). Experience in the use of programmatic ad buying tools.
Experience dealing with C-Level customers and in driving business growth through relationships. Experience in working with, or within, media and/or creative agencies.
Demonstrated knowledge of the DACH/German advertising market.
Demonstrated record of success in project management across organizational boundaries. Ability to think strategically and to make long-term impactful changes to meet technology needs and media strategy.
Ability to leverage account management, relationship building and planning skills to further develop existing relationships and business."
925,Sales & Account Management,"Experience with brand building, marketing, brand communication and planning.
Experience in consumer sales or strategic consulting.
Demonstrated understanding of core brand communication objectives and communication strategies.
Ability to adapt and solve business challenges.
Ability to communicate with, and to influence, board-level management.
Excellent leadership, analytical and written/verbal communication skills."
926,Sales & Account Management,"Experience in sales, customer support, account management, business analysis, marketing or consulting, in the technology industry.
Technically minded, with an understanding of the technology and cloud computing market, and a passion for Google Cloud products (G-Suite, Google Cloud Platform).
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with analytical skills. Demonstrated organizational and project management capabilities.
Effective communication and presentation skills, both written and verbal."
927,Sales & Account Management,"Experience working in a fast-paced, constantly evolving team environment.
Strong understanding of the app developer ecosystem, competition and measurement.
A proven track record of meeting or exceeding sales goals.
Outstanding analytical skills and problem-solving abilities.
Strong presentation and data visualization skills."
928,Sales & Account Management,"Experience with sales/operations management and strategic planning.
Experience with multi-year agreement/program negotiation and development.
Knowledge of digital/traditional creative media and relevant software.
Understanding of agencies, their organizational structure, and business models in the South African market.
Demonstrated presence within the advertising industry, with the ability to effectively establish and cultivate C-Level relationships. Demonstrated creative, leadership and interpersonal skills.
Excellent presentation, copywriting and written/verbal communication skills."
929,Sales & Account Management,"Ability to take initiative and to work independently and within a team.
Ability to learn about new processes and concepts with a strong sense of curiosity.
Strong analytic skills with the ability to relate results to client business objectives."
930,Sales & Account Management,"Experience or internship in sales, customer support, account management, business analysis, marketing or consulting, in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal."
931,Sales & Account Management,"Ability to develop and grow senior-level relationships with advertiser, publisher and agency customers.
Knowledge of mobile app analytics, website analytics, advertising analytics and digital ad platforms and established relationships within the digital marketing and analytics industry.
Understanding of the industry's issues, a vision for its growth, and a commitment to advance Google's forward-looking strategies within the marketplace."
932,Sales & Account Management,"MBA, Master's, JD or other advanced degree.
Experience developing complex agreement structures and using presentation software to facilitate communication with internal and external stakeholders.
Knowledge of commercial Customer Relationship Manager (CRM) and Enterprise Resource Planning (ERP) systems.
Ability to lead and handle multiple time-sensitive projects.
Effective analytical and problem solving capabilities, with business judgement and the ability to present analysis in a clear and compelling manner."
933,Sales & Account Management,"Experience planning and managing at both strategic and operational levels within a carrier sales environment.
Experience in Business Development and Sales in a fast-paced environment with mobile devices and services.
Experience working in the industry within Italy. Established relationships and presence within the telecomunications sector.
Ability to manage ambiguity, solve complex problems and scale effectively across a large organization. Excellent communication and presentation skills.
Demonstrated strategic and analytical sales approach with focus on building relationships with clients.
Effective analytical and project management skills."
934,Sales & Account Management,"Sales experience across a multitude of industry verticals, such as Fuel, Auto, Retail and Finance.
Experience in developing new business and/or in account management within an online advertising agency.
Experience in achieving strategic business goals."
935,Sales & Account Management,"10 years of sales experience in Software-as-a-Service (SaaS) and/or IaaS marketplace.
Experience in developing a repeatable sales model.
Experience with the use of SFDC.
Understanding of a Scaled Sales Model with implementation experience."
936,Sales & Account Management,"Experience working and advising customers on their mobile and search strategy.
Strong analytical capabilities to analyze complex advertiser performance data through tools such as Google AdWords, Google Analytics, and Google Optimize.
Demonstrated ability to influence decision makers using consultative sales skills with c-levels and building strong client relationships."
937,Sales & Account Management,"Experience building relationships with stakeholders.
Strong familiarity with online media buying and selling processes and a base knowledge of DSPs, SSPs, and Ad Exchange.
Strong ability to navigate ambiguity and manage competing priorities.
Demonstrated strategic and analytical sales approach.
Excellent written and verbal communications skills and the ability to influence others."
938,Sales & Account Management,"10 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry. Experience using CRM system such as Salesforce.com.
Technical or sales engineering experience in Computer Science or Information Systems.
Demonstrable ability to speak credibly about platform- and infrastructure-as-a-service, and perform basic technical qualification.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment.
Excellent written/verbal communication/presentation skills, and strong strategic and analytical thinking skills, with the ability to plan, pitch, and execute a territory sales strategy."
939,Sales & Account Management,"10 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry. Experience using CRM system such as Salesforce.com.
Technical or sales engineering experience in Computer Science or Information Systems
Demonstrable ability to speak credibly about platform- and infrastructure-as-a-service, and perform basic technical qualification
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Excellent written/verbal communication/presentation skills, and strong strategic and analytical thinking skills, with the ability to plan, pitch, and execute a territory sales strategy
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment."
940,Sales & Account Management,"Experience working with customer relationship management (CRM) systems. Experience working towards strategic goals in the technology industry, with SaaS, PaaS or IaaS products in LatAm.
Technically minded, with an understanding of the technology and cloud computing market, and a passion for Google Cloud products (G-Suite, Google Cloud Platform).
Ability to build influential relationships and operate in a cross-functional environment.
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment.
Goal oriented, self-motivated individual who is confident, thorough and tenacious. Analytical, detail-oriented and able to 'zoom' in/out from the big picture to the minutiae.
Effective communication and presentation skills, both written and verbal."
941,Sales & Account Management,"Extensive experience working with large clients and partners across different levels and cross-functional stakeholders.
Experience with diagnosing and improving mobile website load speed. Experience giving UX advice and proposing a/b testing plans.
Experience with Next Generation mobile web technologies like Accelerated Mobile Pages (AMP), Progressive Web Apps (PWA), Payments APIs, Identity APIs, https and interest in the next wave of digital touchpoints (Voice, Google Assistant).
Understanding of mobile web development (HTML, CSS and JavaScript experience).
Demonstrated ability to influence in regards to mobile and to drive tangible impact for large corporate organizations.
Passion for a faster and better mobile Web."
942,Sales & Account Management,"Extensive experience in working with and selling advertising solutions.
Demonstrated eCommerce expertise and background.
Search and shopping expertise, with proficiency in digital video and display.
Demonstrated understanding of cultural diversity, with the ability to work effectively with global teams.
Excellent analytical and problem-solving skills.
Ability to speak and write in English fluently and idiomatically."
943,Sales & Account Management,"Frontline sales experience.
Demonstrated understanding of the entire suite of Google Cloud products.
Understanding of cloud computing customer business drivers.
Ability to isolate issues and gather necessary resources to meet customer needs.
Effective pitching and presentation skills."
944,Sales & Account Management,"Experience using search engine marketing (Google AdWords), website analytics platforms (Google Analytics and other measurement suite products), and brand analysis techniques (upper funnel analysis).
Experience working closely with clients, advising them on how to improve business performance.
Demonstrated analytical background and experience with marketing analytics, return on investment/financial modeling, and statistical analysis.
Demonstrated understanding and experience with spreadsheet software and presentation applications.
Understanding and knowledge of the film/TV and media and entertainment industries."
945,Sales & Account Management,"10 years of experience in a sales or business development role for IaaS or PaaS technology, with a demonstrated record in reaching and exceeding strategic goals in the technology industry.
Experience using CRM systems (e.g. Salesforce.com, etc).
Technical or sales engineering experience in a Computer Science or Information Systems-related role.
Demonstrated ability to speak credibly about platform- and infrastructure-as-a-service, and to perform basic technical qualification. Ability to plan, pitch, and execute a territory sales strategy.
Ability to build influential relationships and to deliver results in a cross-functional/matrixed environment. Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment.
Effective written and verbal communication and presentation skills, and excellent strategic and analytical thinking skills."
946,Sales & Account Management,"Experience working with Google platforms (AdWords campaigns, Google Analytics), with an understanding of application and web analytical systems, bidding strategies, YouTube formats and tracking.
Experience in a consultative sales role, presenting to C-Level audiences.
Experience in data and marketing analysis.
Excellent project management, interpersonal and organizational skills, as well as effective analytical and problem-solving skills."
947,Sales & Account Management,"Sales experience across a range of industry verticals, such as Auto, QSR and Entertainment.
Experience in account management within an online advertising agency.
Experience with generating new business.
Experience working towards strategic business goals.
Established relationships and presence within the marketplace."
948,Sales & Account Management,"Experience with leading and motivating. Ability to work well with your team and with others.
Demonstrated record in managing and customizing experience for a customer base.
Ability to multi-task and to manage multiple projects at a time while paying strict attention to detail.
Ability to work toward strategic targets.
Ability to work independently whilst being highly organized and committed to making a difference through individual contribution."
949,Sales & Account Management,"Experience in Salesforce and CRM system integrations.
Understanding of how various cloud technologies work together to drive technology adoption within existing large account base.
Demonstrated ability to speak credibly about Platform/Infrastructure-as-a-Service (PaaS/IaaS).
Ability to plan, present, and execute a territory sales strategy.
Effective written and verbal communication/presentation skills, with strategic and analytical thinking skills."
950,Sales & Account Management,"Relevant experience in creating online marketing and advertising strategies for performance focused clients.
Highly analytical and data driven with project management experience.
Knowledge of Google’s products (Search, Mobile, Google Display Network, YouTube).
Demonstrated ability to influence and create strategic programmes to drive performance (e.g. scalable implementation plans).
Demonstrated ability to influence clients and to build strong client relationships."
951,Sales & Account Management,"Experience with leading, motivating and working well with others.
Demonstrated experience in managing and customizing experience to a customer base.
Proven ability to multi-task and manage multiple projects at a time while paying strict attention to detail.
Proactive, independent worker who is highly organised and interested in the difference they can make through their individual contribution.
Interest in working against an assigned quota."
952,Sales & Account Management,"Experience in the media and advertising sector. Experience of working with digital advertising products.
Demonstrated ability to work cooperatively and proactively with both internal and external stakeholders.
Advanced level of proficiency with spreadsheets/analysis, with the ability to put together effective presentations.
Demonstrated attention to detail, organized and thorough with a desire for continuous improvement.
Highly analytical with demonstrated analytical and research skills.
Effective written and verbal communication skills."
953,Sales & Account Management,"Experience creating online marketing and advertising strategies for performance focused clients.
Experience presenting to clients and stakeholders, at ease working in multicultural, cross-functional teams.
Knowledge of Google Shopping (Feed Management and Campaign structures).
Knowledge of third-party AdTech providers (Marin, Kenshoo, Adobe etc).
Demonstrated ability to influence clients and build strong client relationships."
954,Sales & Account Management,"Experience in the Spanish digital industry within a performance environment.
Detail oriented with the ability to prioritize, plan, and organize the sales activity.
Excellent communication and stakeholder management skills."
955,Sales & Account Management,"Demonstrated experience with information management including SQL and BigQuery.
Understanding of Big Data and business intelligence market trends.
Ability to work towards strategic goals in a fast paced environment, with proven dedication to client services.
Demonstrated leadership, influencing, organizational, communication, interpersonal and teamwork skills.
Excellent analytical and problem-solving skills, with demonstrated attention to detail ."
956,Sales & Account Management,"Frontline sales experience.
Demonstrated understanding of the entire suite of Google Cloud products.
Understanding of cloud computing customer business drivers.
Ability to isolate issues and gather necessary resources to meet customer needs.
Effective pitching and presentation skills."
957,Sales & Account Management,"Experience in the ad tech market in a sales role or as a user.
Experience in the use of programmatic ad buying tools.
Experience in working with a strategic and analytical sales approach, with a track record of building lasting customer relationships.
Well-organized, analytical and capable of handling multiple ad hoc requests simultaneously.
Excellent organizational, analytical, influencing and presentation skills."
958,Sales & Account Management,"Experience using search engine marketing (Google AdWords), website analytics platforms (Google Analytics and other measurement suite products), and brand analysis techniques (upper funnel analysis).
Experience working closely with clients, advising them on how to improve business performance.
Demonstrated analytical background and experience with marketing analytics, return on investment/financial modeling, and statistical analysis.
Demonstrated understanding and experience with spreadsheet software and presentation applications.
Understanding and knowledge of the film/TV and media and entertainment industries."
959,Sales & Account Management,"Knowledge of traditional and contemporary/online marketing tactics and strategy.
Expertise in brand building.
Effective communication, influencing and relationship-building skills."
960,Sales & Account Management,"Proven success negotiating upfronts as TV/online video buyer, seller, or key advisor.
Existing relationships with agency/TV advertising stakeholders."
961,Sales & Account Management,"MBA or Master's degree in Computer Science or related field, or equivalent practical experience
Experience managing senior stakeholders in a matrixed organization
Understanding of the technology and cloud computing market, and experience with Google Cloud products (G Suite, Google Cloud Platform)
Demonstrated executive leadership capabilities and excellent interpersonal skills. Proven track record of success in a scaled environment in inside-sales, IT sales, marketing or operations. Demonstrated success developing team members."
962,Sales & Account Management,"Experience or internship in sales, customer support, account management, business analysis, marketing or consulting, in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal."
963,Sales & Account Management,"MBA degree.
Industry knowledge of System Integrators (SIs)/Service Providers (SPs) and Independent Software Vendors (ISVs). Knowledge of Cloud ecosystem.
Understanding of foundational cloud technologies (network, compute, database, middleware, visualization, etc).
Partner/channel pipeline development and people management skills.
Demonstrated interpersonal skills when working in a cross-functional organization.
Excellent written and oral communication skills."
964,Sales & Account Management,"10 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry. Experience using CRM system such as Salesforce.com.
Technical or sales engineering experience in Computer Science or Information Systems
Demonstrable ability to speak credibly about platform- and infrastructure-as-a-service, and perform basic technical qualification
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Excellent written/verbal communication/presentation skills, and strong strategic and analytical thinking skills, with the ability to plan, pitch, and execute a territory sales strategy
Ability to effectively operate with flexibility in a fast-paced, constantly evolving team environment."
965,Sales & Account Management,"Experience with Salesforce and CRM systems integration.
Understanding of the wider ecosystem around video platforms: ad servers, CDN's, billing solutions, broadcast playout systems, digital asset management and encoders/transcoders.
Understanding of how video is monetized through subscriptions and advertisement.
Ability to plan, present, and execute a territory sales strategy.
Demonstrated ability to speak credibly about video distribution workflows for OTT, catchup, live and experience with broadcast specific workflows.
Effective written and verbal communication and presentation skills, with strategic and analytical thinking skills."
966,Sales & Account Management,"Demonstrated Interest in sales, and in working with and educating new advertisers.
Demonstrated record of exceeding strategic goals.
Demonstrated self-starter who thrives in a team environment.
Proactive, organized, responsible, and with a proven ability to work well in a team.
Effective communication skills, with the ability to pitch comprehensive advertising solutions through a range of mediums (e.g. phone, etc)."
967,Sales & Account Management,"Experience in an SMB sales role in an online and inside sales capacity.
Ability to effectively operate with high energy and flexibility in a fast-paced, dynamic team environment.
Demonstrated ability to develop sales individuals and managers, with effective executive leadership capabilities.
Demonstrated organizational and project management capabilities, with the ability to multiple tasks with shifting priorities and varying deadlines."
968,Sales & Account Management,"Experience in marketing or sales support, in developing product, solution messaging, narratives and value propositions.
Experience using CRM systems, e.g. Salesforce.com.
Understanding of the technology and cloud computing market, and experience with Google Cloud products (G Suite, Google Cloud Platform).
Demonstrated ability to work towards strategic goals.
Ability to work in a fast-paced and dynamic environment.
Excellent organizational, analytical and teamwork skills."
969,Sales & Account Management,"Detail-oriented with the ability to prioritize, plan, and organize sales activity.
Self-motivated, with the ability to seek additional business growth opportunities."
970,Sales & Account Management,"Strong experience in driving new business and/or account management experience in online advertising, a combination of both.
Experience in building relationships at various levels, along with outstanding written and verbal communications skills and the ability to influence others.
Demonstrated familiarity and grounding in digital media buying and selling processes, and a solid knowledge of advertising technologies including Ad Serving, Rich Media, Search Management, Real Time Bidding, DSPs, SSPs, and Ad Exchange.
Ability to understand and absorb complex technical concepts and communicate them to a non-technical audience effectively.
Demonstrated success at working with cross-functional teams and building strong relationships across internal teams.
Strong interpersonal skills, presentation abilities, analytical and data driven."
971,Sales Operations,"Master's degree in Statistics, Computer Science, Mathematics.
Experience with languages R and SQL.
Impeccable business judgment, with distinctive problem solving and analysis skills.
Capable of translating analysis results into business recommendations
Effective written and verbal communication skills."
